,NAICS12,INDEX ITEM DESCRIPTION
8902,333111,"Hair clippers for animal use, electric, manufacturing"
8903,333111,"Harrows (e.g., disc, spring, tine) manufacturing"
8904,333111,"Harvesting machinery and equipment, agriculture, manufacturing"
8905,333111,Hay balers and presses manufacturing
8906,333111,Haying machines manufacturing
8907,333111,Hog feeding and watering equipment manufacturing
8908,333111,"Hulling machinery, farm-type, manufacturing"
8909,333111,"Incubators, poultry, manufacturing"
8910,333111,"Irrigation equipment, agriculture, manufacturing"
8911,333111,"Lawnmowers, agricultural-type, powered, manufacturing"
8912,333111,Milking machines manufacturing
8913,333111,"Nut shellers, farm-type, manufacturing"
8914,333111,"Peanut combines (i.e., diggers, packers, threshers) manufacturing"
8915,333111,"Planting machines, farm-type, manufacturing"
8916,333111,"Plows, farm-type, manufacturing"
8917,333111,"Potato diggers, harvesters, and planters manufacturing"
8918,333111,"Poultry brooders, feeders, and waterers manufacturing"
8919,333111,"Presses, farm-type, manufacturing"
8920,333111,"Rakes, hay, manufacturing"
8921,333111,Rotary hoes manufacturing
8922,333111,"Rotary tillers, farm-type, manufacturing"
8923,333111,"Seeders, farm-type, manufacturing"
8924,333111,"Shears, powered, for use on animals, manufacturing"
8925,333111,"Sheep shears, powered, manufacturing"
8926,333111,"Shredders, farm-type, manufacturing"
8927,333111,Sod harvesting machines manufacturing
8928,333111,"Sprayers and dusters, farm-type, manufacturing"
8929,333111,"Spreaders, farm-type, manufacturing"
8930,333111,"Stalk choppers (i.e., shredders) manufacturing"
8931,333111,Tobacco harvester machines manufacturing
8932,333111,Tomato harvesting machines manufacturing
8933,333111,"Tractors and attachments, farm-type, manufacturing"
8934,333111,"Transplanters, farm-type, manufacturing"
8935,333111,"Tree shakers (e.g., citrus, nut, soft fruit) manufacturing"
8936,333111,"Wagons, farm-type, manufacturing"
8937,333111,"Weeding machines, farm-type, manufacturing"
8938,333111,"Windmills, farm-type, manufacturing"
8939,333112,"Attachments, powered lawn and garden equipment, manufacturing"
8940,333112,"Blowers, leaf, manufacturing"
8941,333112,"Carts, lawn and garden-type, manufacturing"
8942,333112,"Chippers (i.e., shredders), lawn and garden-type, manufacturing"
8943,333112,"Cultivators, powered, lawn and garden-type, manufacturing"
8944,333112,"Garden machinery and equipment, powered, manufacturing"
8945,333112,"Grass mowing equipment, powered lawn and garden, manufacturing"
8946,333112,"Hedge trimmers, powered, manufacturing"
8947,333112,Lawn and garden equipment manufacturing
8948,333112,"Lawn edgers, powered, manufacturing"
8949,333112,"Lawnmowers (except agricultural-type), powered, manufacturing"
8950,333112,Leaf blowers manufacturing
8951,333112,"Mulchers, lawn and garden-type, manufacturing"
8952,333112,"Seeders, lawn and garden-type, manufacturing"
8953,333112,"Snow plow attachments, lawn and garden-type, manufacturing"
8954,333112,"Snowblowers and throwers, residential-type, manufacturing"
8955,333112,"Spreaders, lawn and garden-type, manufacturing"
8956,333112,"Tillers, lawn and garden-type, manufacturing"
8957,333112,"Tractors and attachments, lawn and garden-type, manufacturing"
8958,333112,"Trimmers, hedge, electric, manufacturing"
8959,333112,"Trimmers, string, lawn and garden-type, manufacturing"
8960,333112,"Vacuums, yard, manufacturing"
8961,333112,"Wagons, lawn and garden-type, manufacturing"
8962,333120,Aggregate spreaders manufacturing
8963,333120,Asphalt roofing construction machinery manufacturing
8964,333120,Augers (except mining-type) manufacturing
8965,333120,Backhoes manufacturing
8966,333120,"Bits, rock drill, construction and surface mining-type, manufacturing"
8967,333120,"Blades for graders, scrapers, bulldozers, and snowplows manufacturing"
8968,333120,Bucket and scarifier teeth manufacturing
8969,333120,"Buckets, excavating (e.g., clamshell, concrete, drag scraper, dragline, shovel), manufacturing"
8970,333120,Bulldozers manufacturing
8971,333120,Cabs for construction machinery manufacturing
8972,333120,"Chippers, portable, commercial (e.g., brush, limb, log), manufacturing"
8973,333120,Concrete finishing machinery manufacturing
8974,333120,Concrete gunning equipment manufacturing
8975,333120,"Concrete mixing machinery, portable, manufacturing"
8976,333120,Construction machinery manufacturing
8977,333120,Construction-type tractors and attachments manufacturing
8978,333120,"Cranes, construction-type, manufacturing"
8979,333120,"Crushing machinery, portable, manufacturing"
8980,333120,"Crushing, pulverizing, and screening machinery, portable, manufacturing"
8981,333120,"Ditchers and trenchers, self-propelled, manufacturing"
8982,333120,"Draglines, crawler, manufacturing"
8983,333120,"Drags, road construction and road maintenance equipment, manufacturing"
8984,333120,Dredging machinery manufacturing
8985,333120,"Excavators (e.g., power shovels) manufacturing"
8986,333120,"Extractors, piling, manufacturing"
8987,333120,Grader attachments manufacturing
8988,333120,"Graders, road, manufacturing"
8989,333120,"Hammer mill machinery (i.e., rock and ore crushing machines), portable, manufacturing"
8990,333120,Highway line marking machinery manufacturing
8991,333120,Jack hammers manufacturing
8992,333120,"Land preparation machinery, construction, manufacturing"
8993,333120,"Loaders, shovel, manufacturing"
8994,333120,"Log debarking machinery, portable, manufacturing"
8995,333120,"Log splitters, portable, manufacturing"
8996,333120,"Mixers, concrete, portable, manufacturing"
8997,333120,"Mortar mixers, portable, manufacturing"
8998,333120,Off-highway trucks manufacturing
8999,333120,Paving machinery manufacturing
9000,333120,Pile-driving equipment manufacturing
9001,333120,"Planers, bituminous, manufacturing"
9002,333120,"Plows, construction (e.g., excavating, grading), manufacturing"
9003,333120,"Post hole diggers, powered, manufacturing"
9004,333120,"Rock crushing machinery, portable, manufacturing"
9005,333120,"Rock drills, construction and surface mining-type, manufacturing"
9006,333120,"Rollers, road construction and maintenance machinery, manufacturing"
9007,333120,Sand mixers manufacturing
9008,333120,"Scarifiers, road, manufacturing"
9009,333120,"Scrapers, construction-type, manufacturing"
9010,333120,"Screening machinery, portable, manufacturing"
9011,333120,Shovel loaders manufacturing
9012,333120,"Shovels, power, manufacturing"
9013,333120,"Slag mixers, portable, manufacturing"
9014,333120,"Snow plow attachments (except lawn, garden-type) manufacturing"
9015,333120,Surface mining machinery (except drilling) manufacturing
9016,333120,"Tampers, powered, manufacturing"
9017,333120,"Tractors and attachments, construction-type, manufacturing"
9018,333120,"Tractors, crawler, manufacturing"
9019,333120,Trenching machines manufacturing
9020,333120,"Trucks, off-highway, manufacturing"
9021,333120,"Vibrators, concrete, manufacturing"
9022,333131,"Amalgamators (i.e., metallurgical and mining machinery) manufacturing"
9023,333131,"Augers, mining-type, manufacturing"
9024,333131,"Bits, rock drill, underground mining-type, manufacturing"
9025,333131,"Breakers, coal, manufacturing"
9026,333131,"Cars, mining, manufacturing"
9027,333131,"Cleaning machinery, mining-type, manufacturing"
9028,333131,"Coal breakers, cutters, and pulverizers manufacturing"
9029,333131,"Concentration machinery, mining-type, manufacturing"
9030,333131,"Core drills, underground mining-type, manufacturing"
9031,333131,"Crushing machinery, stationary, manufacturing"
9032,333131,"Cutters, coal, manufacturing"
9033,333131,"Drilling equipment, underground mining-type, manufacturing"
9034,333131,"Drills, core, underground mining-type, manufacturing"
9035,333131,"Drills, rock, underground mining-type, manufacturing"
9036,333131,"Dumpers, mining car, manufacturing"
9037,333131,"Feeders, mineral beneficiating-type, manufacturing"
9038,333131,"Flotation machinery, mining-type, manufacturing"
9039,333131,"Hammer mill machinery (i.e., rock and ore crushing machines), stationary, manufacturing"
9040,333131,"Loading machines, underground mining, manufacturing"
9041,333131,Mineral processing and beneficiating machinery manufacturing
9042,333131,Mining cars manufacturing
9043,333131,"Ore crushing, washing, screening, and loading machinery manufacturing"
9044,333131,"Pellet mills machinery, mining-type, manufacturing"
9045,333131,Quarrying machinery and equipment manufacturing
9046,333131,"Rock crushing machinery, stationary, manufacturing"
9047,333131,"Rock drills, underground mining-type, manufacturing"
9048,333131,"Scraper loaders, underground mining-type, manufacturing"
9049,333131,"Screening machinery, stationary, manufacturing"
9050,333131,Sedimentary mineral machinery manufacturing
9051,333131,"Sieves and screening equipment, mineral beneficiating, manufacturing"
9052,333131,Stone beneficiating machinery manufacturing
9053,333131,Underground mining machinery manufacturing
9054,333131,"Washers, aggregate and sand, stationary, manufacturing"
9055,333132,"Bits, rock drill, oil and gas field-type, manufacturing"
9056,333132,"Christmas tree assemblies, oil and gas field-type, manufacturing"
9057,333132,"Derricks, oil and gas field-type, manufacturing"
9058,333132,"Drilling equipment, oil and gas field-type, manufacturing"
9059,333132,"Drilling rigs, oil and gas field-type, manufacturing"
9060,333132,Gas well machinery and equipment manufacturing
9061,333132,Oil and gas field-type drilling machinery and equipment (except offshore floating platforms) manufacturing
9062,333132,"Rock drill bits, oil and gas field-type, manufacturing"
9063,333132,Water well drilling machinery manufacturing
9064,333132,Well logging equipment manufacturing
9065,333241,Bakery machinery and equipment manufacturing
9066,333241,Bakery ovens manufacturing
9067,333241,Bread slicing machinery manufacturing
9068,333241,Brewery machinery manufacturing
9069,333241,Butter processing machinery manufacturing
9070,333241,Cheese processing machinery manufacturing
9071,333241,Chewing gum machinery manufacturing
9072,333241,Chocolate processing machinery manufacturing
9073,333241,Cider presses manufacturing
9074,333241,"Coffee roasting and grinding machinery (i.e., food manufacturing-type) manufacturing"
9075,333241,Condensed and evaporated milk machinery manufacturing
9076,333241,Confectionery machinery manufacturing
9077,333241,"Corn popping machinery (i.e., food manufacturing-type) manufacturing"
9078,333241,Cracker making machinery manufacturing
9079,333241,"Cream separators, industrial, manufacturing"
9080,333241,"Distilling equipment, beverage, manufacturing"
9081,333241,"Dough mixing machinery (i.e., food manufacturing-type) manufacturing"
9082,333241,Dry milk processing machinery manufacturing
9083,333241,Flour milling machinery manufacturing
9084,333241,"Food choppers, grinders, mixers, and slicers (i.e., food manufacturing-type) manufacturing"
9085,333241,Food dehydrating equipment (except household-type) manufacturing
9086,333241,"Grading, cleaning, and sorting machinery (i.e., food manufacturing-type) manufacturing"
9087,333241,Grain milling machinery manufacturing
9088,333241,"Homogenizing machinery, food, manufacturing"
9089,333241,Ice cream making machinery manufacturing
9090,333241,"Juice extractors (i.e., food manufacturing-type) manufacturing"
9091,333241,Malt milling machinery manufacturing
9092,333241,"Meat grinders, food-type, manufacturing"
9093,333241,Milk processing (except farm-type) machinery manufacturing
9094,333241,Oilseed crushing and extracting machinery manufacturing
9095,333241,"Ovens, bakery, manufacturing"
9096,333241,"Pasta making machinery (i.e., food manufacturing-type) manufacturing"
9097,333241,"Pasteurizing equipment, food, manufacturing"
9098,333241,"Peanut roasting machines (i.e., food manufacturing-type) manufacturing"
9099,333241,"Presses (i.e., food manufacturing-type) manufacturing"
9100,333241,Roasting machinery manufacturing
9101,333241,"Sieves and screening equipment (i.e., food manufacturing-type) manufacturing"
9102,333241,"Sifting machine (i.e., food manufacturing-type) manufacturing"
9103,333241,"Slicing machinery (i.e., food manufacturing-type) manufacturing"
9104,333241,"Stuffer, sausage machinery, manufacturing"
9105,333241,Sugar refining machinery manufacturing
9106,333241,Vegetable oil processing machinery manufacturing
9107,333242,"Etching equipment, semiconductor, manufacturing"
9108,333242,"Micro-lithography equipment, semiconductor, manufacturing"
9109,333242,Semiconductor assembly and packaging machinery manufacturing
9110,333242,Semiconductor making machinery manufacturing
9111,333242,Surface mount machinery for making printed circuit boards manufacturing
9112,333242,"Thin layer deposition equipment, semiconductor, manufacturing"
9113,333242,"Wafer processing equipment, semiconductor, manufacturing"
9114,333243,"Bandsaws, woodworking-type, manufacturing"
9115,333243,"Chippers, stationary (e.g., log), manufacturing"
9116,333243,"Circular saws, woodworking-type, stationary, manufacturing"
9117,333243,"Dovetailing machines, woodworking-type, manufacturing"
9118,333243,"Drill presses, woodworking-type, manufacturing"
9119,333243,Envelope making machinery manufacturing
9120,333243,Fourdrinier machinery manufacturing
9121,333243,"Jigsaws, woodworking-type, stationary, manufacturing"
9122,333243,"Jointers, woodworking-type, manufacturing"
9123,333243,"Lathes, woodworking-type, manufacturing"
9124,333243,"Log debarking machinery, stationary, manufacturing"
9125,333243,"Log splitters, stationary, manufacturing"
9126,333243,"Mortisers, woodworking-type, manufacturing"
9127,333243,Paper and paperboard coating and finishing machinery manufacturing
9128,333243,Paper and paperboard converting machinery manufacturing
9129,333243,Paper and paperboard corrugating machinery manufacturing
9130,333243,Paper and paperboard cutting and folding machinery manufacturing
9131,333243,Paper and paperboard die-cutting and stamping machinery manufacturing
9132,333243,Paper bag making machinery manufacturing
9133,333243,Paper making machinery manufacturing
9134,333243,Paperboard box making machinery manufacturing
9135,333243,Paperboard making machinery manufacturing
9136,333243,"Planers woodworking-type, stationary, manufacturing"
9137,333243,"Presses for making composite woods (e.g., hardboard, medium density fiberboard (MDF), particleboard, plywood) manufacturing"
9138,333243,Pulp making machinery manufacturing
9139,333243,"Pulp, paper, and paperboard molding machinery manufacturing"
9140,333243,"Sanding machines, woodworking-type, stationary, manufacturing"
9141,333243,Sandpaper making machines manufacturing
9142,333243,Sawmill equipment manufacturing
9143,333243,"Saws, bench and table, power-driven, woodworking-type, manufacturing"
9144,333243,"Scarfing machines, woodworking-type, manufacturing"
9145,333243,"Shapers, woodworking-type, manufacturing"
9146,333243,Veneer and plywood forming machinery manufacturing
9147,333243,Wood verneer laminating and gluing machines manufacturing
9148,333243,Woodworking machines (except handheld) manufacturing
9149,333244,Bindery machinery manufacturing
9150,333244,Bookbinding machines manufacturing
9151,333244,Collating machinery for printing and bookbinding manufacturing
9152,333244,Digital printing presses manufacturing
9153,333244,Electrotyping machinery manufacturing
9154,333244,Flexographic printing presses manufacturing
9155,333244,Gravure printing presses manufacturing
9156,333244,Letterpress printing presses manufacturing
9157,333244,Linotype machines manufacturing
9158,333244,Lithographic printing presses manufacturing
9159,333244,Newspaper inserting equipment manufacturing
9160,333244,Offset printing presses manufacturing
9161,333244,Photoengraving machinery manufacturing
9162,333244,"Presses, printing (except textile), manufacturing"
9163,333244,Printing plate engraving machinery manufacturing
9164,333244,"Printing plates, blank (except photosentive), manufacturing"
9165,333244,Printing press rollers manufacturing
9166,333244,Printing presses (except textile) manufacturing
9167,333244,Stitchers and trimmers book binding equipment manufacturing
9168,333244,Typesetting machinery manufacturing
9169,333249,Anodizing equipment manufacturing
9170,333249,Beaming machinery for yarn manufacturing
9171,333249,Bleaching machinery for textiles manufacturing
9172,333249,Blow molding machinery for plastics manufacturing
9173,333249,"Bobbins, textile machinery, manufacturing"
9174,333249,Boot making and repairing machinery manufacturing
9175,333249,Braiding machinery for textiles manufacturing
9176,333249,Buttonhole and eyelet machinery manufacturing
9177,333249,Calendering machinery for plastics manufacturing
9178,333249,Calendering machinery for textiles manufacturing
9179,333249,"Camelback (i.e., retreading materials) machinery manufacturing"
9180,333249,Carbonizing equipment for processing wool manufacturing
9181,333249,Carding machinery for textiles manufacturing
9182,333249,Cement kilns manufacturing
9183,333249,Chemical kilns manufacturing
9184,333249,Chemical processing machinery and equipment manufacturing
9185,333249,Chip placement machinery manufacturing
9186,333249,Cigarette making machinery manufacturing
9187,333249,Circuit board making machinery manufacturing
9188,333249,Circular knitting machinery manufacturing
9189,333249,Clayworking and tempering machinery manufacturing
9190,333249,Cloth spreading machinery manufacturing
9191,333249,Combing machinery for textiles manufacturing
9192,333249,Compression molding machinery for plastics manufacturing
9193,333249,Concrete products forming machinery manufacturing
9194,333249,Cordage and rope (except wire) making machines manufacturing
9195,333249,"Distilling equipment (except beverage), including laboratory-type, manufacturing"
9196,333249,Drawing machinery for textiles manufacturing
9197,333249,"Drying kilns, lumber, manufacturing"
9198,333249,Drying machinery for textiles manufacturing
9199,333249,Dyeing machinery for textiles manufacturing
9200,333249,Electron tube machinery manufacturing
9201,333249,Electroplating machinery and equipment manufacturing
9202,333249,Embroidery machinery manufacturing
9203,333249,Extruding machinery for plastics and rubber manufacturing
9204,333249,Extruding machinery for yarn manufacturing
9205,333249,"Fermentation equipment, chemical, manufacturing"
9206,333249,Finishing machinery for textile manufacturing
9207,333249,Footwear making or repairing machinery manufacturing
9208,333249,"Fractionating equipment, chemical, manufacturing"
9209,333249,Frames for textile making machinery manufacturing
9210,333249,Garnetting machinery for textiles manufacturing
9211,333249,Gas liquefying machinery manufacturing
9212,333249,Gemstone processing machinery manufacturing
9213,333249,"Glass making machinery (e.g., blowing, forming, molding) manufacturing"
9214,333249,Granulator and pelletizer machinery for plastics manufacturing
9215,333249,Hosiery machines manufacturing
9216,333249,Injection molding machinery for plastics manufacturing
9217,333249,Jacquard card cutting machinery manufacturing
9218,333249,"Kilns (i.e., cement, chemical, wood) manufacturing"
9219,333249,Knitting machinery manufacturing
9220,333249,Knot tying machinery for textiles manufacturing
9221,333249,Lace and net making machinery manufacturing
9222,333249,Leather working machinery manufacturing
9223,333249,"Light bulb and tube (i.e., electric lamp) machinery manufacturing"
9224,333249,Loom bobbins manufacturing
9225,333249,Loom reeds manufacturing
9226,333249,Looms for textiles manufacturing
9227,333249,Loopers for textiles manufacturing
9228,333249,Mercerizing machinery manufacturing
9229,333249,Metal casting machinery and equipment manufacturing
9230,333249,Napping machinery for textiles manufacturing
9231,333249,Needles for knitting machinery manufacturing
9232,333249,Net and lace making machinery manufacturing
9233,333249,Optical lens making and grinding machinery manufacturing
9234,333249,Petroleum refining machinery manufacturing
9235,333249,Picker machinery for textiles manufacturing
9236,333249,Picker sticks for looms manufacturing
9237,333249,Plastics working machinery manufacturing
9238,333249,Printing machinery for textiles manufacturing
9239,333249,"Rectifying equipment, chemical, manufacturing"
9240,333249,Roving machinery for textiles manufacturing
9241,333249,Rubber working machinery manufacturing
9242,333249,Schiffli machinery manufacturing
9243,333249,Sewing machines (including household-type) manufacturing
9244,333249,Shoe making and repairing machinery manufacturing
9245,333249,Shuttles for textile weaving machinery manufacturing
9246,333249,"Sieves and screening equipment, chemical preparation-type, manufacturing"
9247,333249,Silk screens for textile fabrics manufacturing
9248,333249,Spindles for textile machinery manufacturing
9249,333249,Spinning machinery for textiles manufacturing
9250,333249,Spools for textile machinery manufacturing
9251,333249,Stone working machinery manufacturing
9252,333249,Tannery machinery manufacturing
9253,333249,"Textile finishing machinery (e.g., bleaching, dyeing, mercerizing, printing) manufacturing"
9254,333249,Textile making machinery manufacturing
9255,333249,Textile printing machinery manufacturing
9256,333249,Texturizing machinery for textiles manufacturing
9257,333249,Thermoforming machinery for plastics manufacturing
9258,333249,Thread making machinery manufacturing
9259,333249,"Through-hole machinery, printed circuit board loading, manufacturing"
9260,333249,Tile making machinery (except kilns) manufacturing
9261,333249,Tire making machinery manufacturing
9262,333249,Tire recapping machinery manufacturing
9263,333249,Tire shredding machinery manufacturing
9264,333249,Tobacco processing machinery (except farm-type) manufacturing
9265,333249,Tufting machinery for textiles manufacturing
9266,333249,Vulcanizing machinery manufacturing
9267,333249,Warping machinery manufacturing
9268,333249,Weaving machinery manufacturing
9269,333249,Winding machinery for textiles manufacturing
9270,333249,Wire and cable insulating machinery manufacturing
9271,333249,Wood drying kilns manufacturing
9272,333249,Wool and worsted finishing machinery manufacturing
9273,333249,Yarn texturizing machines manufacturing
9274,333249,Zipper making machinery manufacturing
9275,333314,Binoculars manufacturing
9276,333314,Camera lenses manufacturing
9277,333314,"Comparators, optical, manufacturing"
9278,333314,"Gauges, machinist's precision tool, optical, manufacturing"
9279,333314,"Glasses, field or opera, manufacturing"
9280,333314,"Gratings, diffraction, manufacturing"
9281,333314,"Gun sighting and fire control equipment and instruments, optical, manufacturing"
9282,333314,"Gun sights, optical, manufacturing"
9283,333314,Instrument lenses manufacturing
9284,333314,Interferometers manufacturing
9285,333314,"Laboratory analytical optical instruments (e.g., microscopes) manufacturing"
9286,333314,Lens coating (except ophthalmic)
9287,333314,Lens grinding (except ophthalmic)
9288,333314,Lens mounting (except ophthalmic)
9289,333314,Lens polishing (except ophthalmic)
9290,333314,Lenses (except ophthalmic) manufacturing
9291,333314,"Loupes (e.g., jewelers) manufacturing"
9292,333314,Magnifying glasses (except corrective vision-type) manufacturing
9293,333314,"Magnifying instruments, optical, manufacturing"
9294,333314,"Microscopes (except electron, proton) manufacturing"
9295,333314,"Mirrors, optical, manufacturing"
9296,333314,Night vision optical device manufacturing
9297,333314,Optical alignment and display instruments (except photographic) manufacturing
9298,333314,Optical gun sighting and fire control equipment and instruments manufacturing
9299,333314,Optical test and inspection equipment manufacturing
9300,333314,Periscopes manufacturing
9301,333314,Photographic lenses manufacturing
9302,333314,"Prisms, optical, manufacturing"
9303,333314,Projection lenses manufacturing
9304,333314,"Reflectors, optical, manufacturing"
9305,333314,"Sights, telescopic, manufacturing"
9306,333314,Telescopes manufacturing
9307,333314,Theodolites manufacturing
9308,333316,Aerial cameras manufacturing
9309,333316,Blueprint equipment manufacturing
9310,333316,"Cameras (except television, video) manufacturing"
9311,333316,Densitometers (except laboratory analytical) manufacturing
9312,333316,"Developing equipment, film, manufacturing"
9313,333316,Digital cameras manufacturing
9314,333316,"Driers, photographic, manufacturing"
9315,333316,"Editing equipment, motion picture (e.g., rewinders, splicers, titlers, viewers), manufacturing"
9316,333316,"Enlargers, photographic, manufacturing"
9317,333316,"Exposure meters, photographic, manufacturing"
9318,333316,Film developing equipment manufacturing
9319,333316,"Flash apparatus, photographic, manufacturing"
9320,333316,"Lens hoods, camera, manufacturing"
9321,333316,"Light meters, photographic, manufacturing"
9322,333316,"Microfiche equipment (e.g., cameras, projectors, readers) manufacturing"
9323,333316,"Microfilm equipment (e.g., cameras, projectors, readers) manufacturing"
9324,333316,Motion picture cameras manufacturing
9325,333316,Motion picture projectors manufacturing
9326,333316,Overhead projectors (except computer peripheral) manufacturing
9327,333316,Photocopying machines manufacturing
9328,333316,Photoflash equipment manufacturing
9329,333316,Photographic equipment (except lenses) manufacturing
9330,333316,"Projection equipment (e.g., motion picture, slide), photographic, manufacturing"
9331,333316,"Projection screens (i.e., motion picture, overhead, slide) manufacturing"
9332,333316,"Range finders, photographic, manufacturing"
9333,333316,"Readers, microfilm or microfiche, manufacturing"
9334,333316,"Screens, projection (i.e., motion picture, overhead, slide), manufacturing"
9335,333316,"Sensitometers, photographic, manufacturing"
9336,333316,"Tanks, photographic developing, fixing, and washing, manufacturing"
9337,333316,"Trays, photographic printing and processing, manufacturing"
9338,333316,"Tripods, camera and projector, manufacturing"
9339,333318,Adding machines manufacturing
9340,333318,"Alignment equipment, motor vehicle, manufacturing"
9341,333318,"Balancing equipment, motor vehicle, manufacturing"
9342,333318,"Binding equipment (i.e., plastics or tape binding), office-type, manufacturing"
9343,333318,"Brake service equipment (except mechanic's hand tools), motor vehicle, manufacturing"
9344,333318,"Bundling machinery (e.g., box strapping, mail, newspaper) manufacturing"
9345,333318,Calculators manufacturing
9346,333318,"Canceling machinery, postal office-type, manufacturing"
9347,333318,Carnival and amusement park rides manufacturing
9348,333318,Carnival and amusement park shooting gallery machinery manufacturing
9349,333318,"Carousels (i.e., merry-go-rounds) manufacturing"
9350,333318,"Carpet and floor cleaning equipment, electric commercial-type, manufacturing"
9351,333318,"Carpet sweepers, mechanical, manufacturing"
9352,333318,Carwashing machinery manufacturing
9353,333318,Cash registers (except point of sales terminals) manufacturing
9354,333318,"Central vacuuming systems, commercial-type, manufacturing"
9355,333318,Change making machines manufacturing
9356,333318,Check writing machines manufacturing
9357,333318,Cigarette vending machines manufacturing
9358,333318,"Coffee makers and urns, commercial-type, manufacturing"
9359,333318,Coin counting machinery manufacturing
9360,333318,Coin wrapping machines manufacturing
9361,333318,Coin-operated vending machines manufacturing
9362,333318,"Collating machinery, office-type, manufacturing"
9363,333318,"Cooking equipment (i.e., fryers, microwave ovens, ovens, ranges), commercial-type, manufacturing"
9364,333318,"Corn popping machines, commercial-type, manufacturing"
9365,333318,Currency counting machinery manufacturing
9366,333318,"Deep-fat fryers, commercial-type, manufacturing"
9367,333318,Dictating machines manufacturing
9368,333318,"Dishwashing machines, commercial-type, manufacturing"
9369,333318,Drycleaning equipment and machinery manufacturing
9370,333318,"Dryers, laundry (except household-type), manufacturing"
9371,333318,"Envelope stuffing, sealing, and addressing machinery manufacturing"
9372,333318,Ferris wheels manufacturing
9373,333318,Flight simulation machinery manufacturing
9374,333318,"Floor sanding, washing, and polishing machines, commercial-type, manufacturing"
9375,333318,"Food warming equipment, commercial-type, manufacturing"
9376,333318,"Frame and body alignment equipment, motor vehicle, manufacturing"
9377,333318,"Garbage disposal units, commercial-type, manufacturing"
9378,333318,"Gas ranges, commercial-type, manufacturing"
9379,333318,"Hair dryers, beauty parlor-type, manufacturing"
9380,333318,"Holepunchers (except hand operated), office-type, manufacturing"
9381,333318,Hot beverage vending machines manufacturing
9382,333318,"Hotplates, commercial-type, manufacturing"
9383,333318,Ice cream vending machines manufacturing
9384,333318,"Incoming mail handling equipment (e.g., opening, scanning, sorting) manufacturing"
9385,333318,Laundry extractors manufacturing
9386,333318,Laundry machinery and equipment (except household-type) manufacturing
9387,333318,Laundry pressing machines (except household-type) manufacturing
9388,333318,"Letter folding, stuffing, and sealing machinery manufacturing"
9389,333318,"Locks, coin-operated, manufacturing"
9390,333318,"Mail handling machinery, post office-type, manufacturing"
9391,333318,Mechanisms for coin-operated machines manufacturing
9392,333318,"Microwave ovens, commercial-type, manufacturing"
9393,333318,Mop wringers manufacturing
9394,333318,Oil water separators manufacturing
9395,333318,"Ovens, commercial-type, manufacturing"
9396,333318,Ozone machines for water purification manufacturing
9397,333318,Postage meters manufacturing
9398,333318,Postage stamp vending machines manufacturing
9399,333318,Power washer cleaning equipment manufacturing
9400,333318,"Ranges, commercial-type, manufacturing"
9401,333318,"Sanding machines, floor, manufacturing"
9402,333318,Sewage treatment equipment manufacturing
9403,333318,Snack and confection vending machines manufacturing
9404,333318,Soft drink vending machines manufacturing
9405,333318,"Steam cookers, commercial-type, manufacturing"
9406,333318,Steam tables manufacturing
9407,333318,Stenography machinery manufacturing
9408,333318,"Stoves, commercial-type, manufacturing"
9409,333318,Swimming pool filter systems manufacturing
9410,333318,"Teaching machines (e.g., flight simulators) manufacturing"
9411,333318,"Tire mounting machines, motor vehicle, manufacturing"
9412,333318,"Trash and garbage compactors, commercial-type, manufacturing"
9413,333318,Typewriters manufacturing
9414,333318,"Vacuum cleaners, industrial and commercial-type, manufacturing"
9415,333318,Vending machines manufacturing
9416,333318,Voting machines manufacturing
9417,333318,Wash water recycling machinery manufacturing
9418,333318,"Washing machines, laundry (except household-type), manufacturing"
9419,333318,"Water heaters (except boilers), commercial-type, manufacturing"
9420,333318,Water purification equipment manufacturing
9421,333318,Water softening equipment manufacturing
9422,333318,Water treatment equipment manufacturing
9423,333318,"Word processing equipment, dedicated, manufacturing"
9424,333413,"Air purification equipment, stationary, manufacturing"
9425,333413,Air scrubbing systems manufacturing
9426,333413,"Air washers (i.e., air scrubbers) manufacturing"
9427,333413,Aircurtains manufacturing
9428,333413,Attic fans manufacturing
9429,333413,Blower filter units manufacturing
9430,333413,Dust and fume collecting equipment manufacturing
9431,333413,Electrostatic precipitation equipment manufacturing
9432,333413,"Exhaust fans, industrial and commercial-type, manufacturing"
9433,333413,"Fans, industrial and commercial-type, manufacturing"
9434,333413,"Filters, air-conditioner, manufacturing"
9435,333413,"Filters, furnace, manufacturing"
9436,333413,Furnace filters manufacturing
9437,333413,"Ventilating fans, industrial and commercial-type, manufacturing"
9438,333414,Baseboard heating equipment manufacturing
9439,333414,"Boilers, heating, manufacturing"
9440,333414,"Burners, heating, manufacturing"
9441,333414,"Fireplace inserts (i.e., heat directing) manufacturing"
9442,333414,"Furnaces (except forced air), heating, manufacturing"
9443,333414,"Furnaces, floor and wall, manufacturing"
9444,333414,"Gas burners, heating, manufacturing"
9445,333414,Gas fireplaces manufacturing
9446,333414,Gas space heaters manufacturing
9447,333414,"Gas-oil burners, combination, manufacturing"
9448,333414,"Heaters, space (except portable electric), manufacturing"
9449,333414,"Heaters, swimming pool, manufacturing"
9450,333414,"Heating equipment, hot water (except hot water heaters), manufacturing"
9451,333414,"Heating units, baseboard, manufacturing"
9452,333414,Hydronic heating equipment manufacturing
