,NAICS12,INDEX ITEM DESCRIPTION
0,111110,"Soybean farming, field and seed production"
1,111120,"Canola farming, field and seed production"
2,111120,"Flaxseed farming, field and seed production"
3,111120,"Mustard seed farming, field and seed production"
4,111120,"Oilseed farming (except soybean), field and seed production"
5,111120,"Rapeseed farming, field and seed production"
6,111120,"Safflower farming, field and seed production"
7,111120,"Sesame farming, field and seed production"
8,111120,"Sunflower farming, field and seed production"
9,111130,"Bean farming, dry, field and seed production"
10,111130,"Cowpea farming, dry, field and seed production"
11,111130,"Garbanzo farming, dry, field and seed production"
12,111130,"Lentil farming, dry, field and seed production"
13,111130,"Lima bean farming, dry, field and seed production"
14,111130,"Pea farming, dry, field and seed production"
15,111140,"Wheat farming, field and seed production"
16,111150,"Corn farming (except sweet corn), field and seed production"
17,111150,"Popcorn farming, field and seed production"
18,111160,"Rice (except wild rice) farming, field and seed production"
19,111191,"Oilseed and grain combination farming, field and seed production"
20,111199,"Barley farming, field and seed production"
21,111199,Broomcorn farming
22,111199,Buckwheat farming
23,111199,"Milo farming, field and seed production"
24,111199,"Oat farming, field and seed production"
25,111199,"Rye farming, field and seed production"
26,111199,"Sorghum farming, field and seed production"
27,111199,"Wild rice farming, field and seed production"
28,111211,"Potato farming, field and seed potato production"
29,111211,"Sweet potato farming, field and seed potato production"
30,111211,"Vegetable and melon farming, potato dominant crop, field and seed production"
31,111211,"Vegetable and potato farming, potato dominant crop, field and seed potato production"
32,111211,"Yam farming, field and seed production"
33,111219,"Acorn squash farming, field, bedding plant and seed production"
34,111219,"Artichoke farming, field, bedding plant and seed production"
35,111219,"Asparagus farming, field, bedding plant and seed production"
36,111219,"Bean (except dry) farming, field and seed production"
37,111219,"Beet farming (except sugar beets), field, bedding plant and seed production"
38,111219,"Broccoli farming, field, bedding plant and seed production"
39,111219,"Brussel sprout farming, field, bedding plant and seed production"
40,111219,"Butternut squash farming, field, bedding plant and seed production"
41,111219,"Cabbage farming, field, bedding plant and seed production"
42,111219,"Cantaloupe farming, field, bedding plant and seed production"
43,111219,"Carrot farming, field, bedding plant and seed production"
44,111219,"Casaba melon farming, field, bedding plant and seed production"
45,111219,"Cassava farming, field and seed casava production"
46,111219,"Cauliflower farming, field, bedding plant and seed production"
47,111219,"Celery farming, field, bedding plant and seed production"
48,111219,"Chinese pea farming, bedding plant and seed production"
49,111219,"Chive farming, field, bedding plant and seed production"
50,111219,"Collard farming, field, bedding plant and seed production"
51,111219,"Cowpea (except dry) farming, field and seed production"
52,111219,"Crenshaw melon farming, field, bedding plant and seed production"
53,111219,"Cucumber farming (except under cover), field, bedding plant and seed production"
54,111219,"Dill farming, field and seed production"
55,111219,"Eggplant farming (except under cover), field, bedding plant and seed production"
56,111219,"Endive farming (except under cover), field, bedding plant and seed production"
57,111219,"English pea farming (except under cover), field, bedding plant and seed production"
58,111219,"Escarole farming (except under cover), field, bedding plant and seed production"
59,111219,"Garlic farming (except under cover), field, bedding plant and seed production"
60,111219,"Gingerroot farming (except under cover), field, bedding plant and seed production"
61,111219,"Ginseng farming (except under cover), field, bedding plant and seed production"
62,111219,"Green bean farming, field and seed production"
63,111219,"Green cowpea farming, field and seed production"
64,111219,"Green lima bean farming, field and seed production"
65,111219,"Green pea farming, field and seed production"
66,111219,"Honeydew melon farming, field, bedding plant and seed production"
67,111219,"Kale farming, field, bedding plant and seed production"
68,111219,"Leek farming, field, bedding plant and seed production"
69,111219,"Lettuce farming, field, bedding plant and seed production"
70,111219,"Melon farming (e.g., cantaloupe, casaba, honeydew, watermelon), field, bedding plant and seed production"
71,111219,"Muskmelon farming, field, bedding plant and seed production"
72,111219,"Okra farming, field, bedding plant and seed production"
73,111219,"Onion farming, field, bedding plant and seed production"
74,111219,"Parsley farming, field, bedding plant and seed production"
75,111219,"Parsnip farming, field, bedding plant and seed production"
76,111219,"Pea (except dry) farming, field and seed production"
77,111219,"Pepper (e.g., bell, chili, green, hot, red, sweet) farming"
78,111219,"Pumpkin farming, field and seed production"
79,111219,"Radish farming, field and seed production"
80,111219,"Rhubarb farming, field and seed production"
81,111219,"Romaine lettuce farming, field and seed production"
82,111219,"Rutabaga farming, field and seed production"
83,111219,"Shallot farming, field and seed production"
84,111219,"Snap bean farming (i.e., bush and pole), field and seed production"
85,111219,"Snow pea farming, field and seed production"
86,111219,"Spaghetti squash farming, field, bedding plant and seed production"
87,111219,"Spinach farming, field, bedding plant and seed production"
88,111219,"Squash farming, field, bedding plant and seed production"
89,111219,"String bean farming, field and seed production"
90,111219,"Sweet corn farming, field and seed production"
91,111219,"Sweet pepper farming, field, bedding plant and seed production"
92,111219,"Taro farming, field and seed production"
93,111219,"Tomato farming (except under cover), field, bedding plant and seed production"
94,111219,"Truck farming, field, bedding plant and seed production"
95,111219,"Turnip farming, field, bedding plant and seed production"
96,111219,"Vegetable and melon farming, vegetable (except potato) and melon dominant crops, field, bedding plants and seed production"
97,111219,"Vegetable and potato farming, vegetable (except potato) dominant crops, field, bedding plants and seed production"
98,111219,"Watermelon farming, field, bedding plant and seed production"
99,111219,"Zucchini farming, field, bedding plant and seed production"
100,111310,Orange groves
101,111320,Citrus groves (except orange)
102,111320,Grapefruit groves
103,111320,Lemon groves
104,111320,Lime groves
105,111320,Mandarin groves
106,111320,Tangelo groves
107,111320,Tangerine groves
108,111331,Apple orchards
109,111332,Grape farming without making wine
110,111332,Raisin farming
111,111333,Strawberry farming
112,111334,Berry (except strawberry) farming
113,111334,Blackberry farming
114,111334,Blueberry farming
115,111334,Boysenberry farming
116,111334,Cranberry farming
117,111334,Currant farming
118,111334,Dewberry farming
119,111334,Gooseberry farming
120,111334,Huckleberry farming
121,111334,Loganberry farming
122,111334,Raspberry farming
123,111334,Youngberry farming
124,111335,Almond farming
125,111335,Brazil nut farming
126,111335,Cashew farming
127,111335,Filbert farming
128,111335,Hazelnut farming
129,111335,Macadamia farming
130,111335,Pecan farming
131,111335,Pistachio farming
132,111335,Tree nut farming
133,111335,Walnut farming
134,111336,Fruit and tree nut combination farming
135,111339,Apricot farming
136,111339,Avocado farming
137,111339,Banana farming
138,111339,Cactus fruit farming
139,111339,Cherry farming
140,111339,Coconut tree farming
141,111339,Coffee farming
142,111339,Date farming
143,111339,Fig farming
144,111339,Guavas farming
145,111339,Kiwi fruit farming
146,111339,Mango farming
147,111339,Nectarine farming
148,111339,Noncitrus fruit farming
149,111339,Olive farming
150,111339,Papaya farming
151,111339,Passion fruit farming
152,111339,Peach farming
153,111339,Pear farming
154,111339,Persimmon farming
155,111339,Pineapple farming
156,111339,Plantain farming
157,111339,Plum farming
158,111339,Pomegranate farming
159,111339,Prickly pear farming
160,111339,Prune farming
161,111339,Quince farming
162,111411,Mushroom farming
163,111411,Mushroom spawn farming
164,111411,Shitake mushroom farming
165,111419,"Alfalfa sprout farming, grown under cover"
166,111419,"Bean sprout farming,  grown under cover"
167,111419,"Cucumber farming, grown under cover"
168,111419,"Eggplant farming, grown under cover"
169,111419,"Endive farming, grown under cover"
170,111419,"English pea farming, grown under cover"
171,111419,"Escarole farming, grown under cover"
172,111419,"Fruit farming, grown under cover"
173,111419,"Garlic farming, grown under cover"
174,111419,"Gingerroot farming, grown under cover"
175,111419,"Ginseng farming, grown under cover"
176,111419,"Herb farming, grown under cover"
177,111419,Hydroponic crop farming
178,111419,"Melon farming, grown under cover"
179,111419,"Rhubarb, grown under cover"
180,111419,"Spice farming, grown under cover"
181,111419,"Tomato farming, grown under cover"
182,111419,"Truffles farming, grown under cover"
183,111419,"Vegetable farming, grown under cover"
184,111421,Azalea farming
185,111421,Christmas tree growing
186,111421,Corms farming
187,111421,"Field nurseries (i.e., growing of flowers and shrubbery)"
188,111421,Flower bulb growing
189,111421,"Fruit stock (e.g., plants, seedlings, trees) growing"
190,111421,Herbaceous perennial growing
191,111421,Nursery stock growing
192,111421,Nursery with tree production (except for reforestation)
193,111421,Preseeded mat farming
194,111421,Propagation material farming
195,111421,Rose bush growing
196,111421,"Short rotation woody tree growing (i.e., growing and harvesting cycle ten years or less)"
197,111421,Shrubbery farming
198,111421,Sod farming
199,111421,Tissue culture farming
200,111421,"Tree crop farming (except forestry), short rotation growing and harvesting cycle"
201,111422,Bedding plant growing (except vegetable and melon bedding plants)
202,111422,Cultivated florist greens growing
203,111422,Cut flower growing
204,111422,Cut rose growing
205,111422,Cuttings farming
206,111422,Flower growing
207,111422,Flower seed production
208,111422,Foliage growing
209,111422,Hanging basket plant growing
210,111422,House plant growing
211,111422,Ornamental plant growing
212,111422,"Plant, ornamental, growing"
213,111422,"Plant, potted flower and foliage, growing"
214,111422,"Plug (i.e., floriculture products) growing"
215,111910,"Tobacco farming, field and seed production"
216,111920,"Cotton farming, field and seed production"
217,111920,Cottonseed farming
218,111930,"Cane farming, sugar, field production"
219,111930,"Sugarcane farming, field production"
220,111940,Alfalfa hay farming
221,111940,Clover hay farming
222,111940,Grass hay farming
223,111940,"Hay farming (e.g., alfalfa hay, clover hay, grass hay)"
224,111940,Mixed hay farming
225,111991,Sugar beet farming
226,111992,Peanut farming
227,111998,Agave farming
228,111998,Alfalfa seed farming
229,111998,Aloe farming
230,111998,Amaranth farming
231,111998,Bentgrass seed farming
232,111998,Bluegrass-Kentucky seed farming
233,111998,Chicory farming
234,111998,Clover seed farming
235,111998,Crimson cloves seed farming
236,111998,Fescue seed farming
237,111998,"General combination crop farming (except fruit and nut combinations, oilseed and grain, vegetable)"
238,111998,Grass seed farming
239,111998,Guar farming
240,111998,Hay seed farming
241,111998,"Herb farming, open field"
242,111998,Hop farming
243,111998,Jojoba farming
244,111998,Kenaf farming
245,111998,"Maple sap concentrating (i.e., producing pure maple syrup in the field)"
246,111998,Maple sap gathering
247,111998,"Maple syrup (i.e., maple sap reducing)"
248,111998,Mint farming
249,111998,Orchard grass seed farming
250,111998,Ryegrass seed farming
251,111998,Sorghum sudan seed farming
252,111998,Spice farming
253,111998,"Syrup, pure maple (i.e., maple syrup reducing)"
254,111998,Tea farming
255,112111,"Backgrounding, cattle"
256,112111,Beef cattle ranching or farming
257,112111,"Calf (e.g., feeder, stocker, veal) production"
258,112111,Cattle conditioning operations
259,112111,Cattle farming or ranching
260,112111,Dairy heifer replacement production
261,112111,Feeder calf production
262,112111,Stocker calf production
263,112111,Veal calf production
264,112112,Beef cattle feedlots (except stockyards for transportation)
265,112112,Cattle feedlots (except stockyards for transportation)
266,112112,Fattening cattle
267,112112,"Feed yards (except stockyards for transportation), cattle"
268,112112,"Feedlots (except stockyards for transportation), cattle"
269,112120,Dairy cattle farming
270,112120,"Milk production, dairy cattle"
271,112120,Milking dairy cattle
272,112130,Dual-purpose cattle ranching and farming
273,112210,Farrow-to-finish operations
274,112210,Feeder pig farming
275,112210,"Feedlots (except stockyards for transportation), hog"
276,112210,"Hog and pig (including breeding, farrowing, nursery, and finishing activities) farming"
277,112210,Hog feedlots (except stockyards for transportation)
278,112210,Pig farming
279,112210,Weaning pig operations
280,112310,Chicken egg production
281,112310,"Chicken eggs (table, hatching) production"
282,112310,Cull hen production
283,112310,"Egg production, chicken"
284,112310,"Eggs, chicken (table, hatching) production"
285,112310,Layer-type chicken production
286,112310,Started pullet production
287,112320,Broiler chicken production
288,112320,Chicken production (except egg laying)
289,112320,Cornish hen production
290,112320,Fryer chicken production
291,112320,Roaster chicken production
292,112330,"Egg production, turkey"
293,112330,Turkey egg production
294,112330,Turkey production
295,112340,Chicken hatcheries
296,112340,"Egg hatcheries, poultry"
297,112340,"Hatcheries, poultry"
298,112340,Poultry hatcheries
299,112340,Turkey hatcheries
300,112390,Chukar partridge production
301,112390,Duck production
302,112390,Emu production
303,112390,Geese production
304,112390,Hungarian partridge production
305,112390,Ostrich production
306,112390,Partridge production
307,112390,Pheasant production
308,112390,Quail production
309,112390,Ratite production
310,112410,Dairy sheep farming
311,112410,"Feedlots (except stockyards for transportation), lamb"
312,112410,Lamb feedlots (except stockyards for transportation)
313,112410,Milking dairy sheep
314,112410,"Sheep farming (e.g., meat, milk, wool production)"
315,112420,Angora goat farming
316,112420,Dairy goat farming
317,112420,"Goat farming (e.g., meat, milk, mohair production)"
318,112420,Milking dairy goat
319,112420,Mohair farming
320,112511,"Baitfish production, farm raising"
321,112511,"Catfish production, farm raising"
322,112511,"Finfish production, farm raising"
323,112511,"Finfish, hatcheries"
324,112511,"Fish farms, finfish"
325,112511,"Goldfish production, farm raising"
326,112511,"Hatcheries, finfish"
327,112511,Hybrid striped bass production
328,112511,"Minnow production, farm raising"
329,112511,"Ornamental fish production, farm raising"
330,112511,Tilapia production
331,112511,"Tropical fish production, farm raising"
332,112511,"Trout production, farm raising"
333,112512,"Clam production, farm raising"
334,112512,"Crawfish production, farm raising"
335,112512,"Crustacean production, farm raising"
336,112512,"Cultured pearl production, farm raising"
337,112512,"Fish farms, shellfish"
338,112512,"Hatcheries, shellfish"
339,112512,"Mollusk production, farm raising"
340,112512,"Mussel production, farm raising"
341,112512,"Oyster production, farm raising"
342,112512,Shellfish hatcheries
343,112512,"Shrimp production, farm raising"
344,112519,Algae farming
345,112519,"Alligator production, farm raising"
346,112519,"Animal aquaculture (except finfish, shellfish)"
347,112519,"Frog production, farm raising"
348,112519,Plant aquaculture
349,112519,Sea plant agriculture
350,112519,Seaweed farming
351,112519,"Turtle production, farm raising"
352,112910,Bee pollen collection
353,112910,"Bee production (i.e., apiculture)"
354,112910,Beeswax production
355,112910,Honey bee production
356,112910,"Propolis production, bees"
357,112910,Queen bee production
358,112910,"Royal jelly production, bees"
359,112920,Burro production
360,112920,Donkey production
361,112920,Horse (including thoroughbreds) production
362,112920,Mule production
363,112920,Pony production
364,112930,Chinchilla production
365,112930,Fox production
366,112930,Fur bearing animal production
367,112930,Mink production
368,112930,Rabbit production
369,112990,Alpaca production
370,112990,"Aviaries (i.e., raising birds for sale)"
371,112990,"Bird production (e.g., canaries, love birds, parakeets, parrots)"
372,112990,Bison production
373,112990,"Breeding of pets (e.g., birds, cats, dogs)"
374,112990,Buffalo production
375,112990,Cat production
376,112990,"Combination livestock farming (except dairy, poultry)"
377,112990,"Companion animals production (e.g., cats, dogs, parakeets, parrots)"
378,112990,Cricket production
379,112990,Deer production
380,112990,Dog production
381,112990,Earthworm hatcheries
382,112990,Elk production
383,112990,General combination animal farming
384,112990,"Kennels, breeding and raising stock for sale"
385,112990,"Laboratory animal production (e.g., guinea pigs, mice, rats)"
386,112990,Llama production
387,112990,"Raising swans, peacocks, flamingos, or other adornment birds"
388,112990,Rattlesnake production
389,112990,Worm production
390,113110,Timber tract operations
391,113210,Aromatic wood gathering
392,113210,Balsam needles gathering
393,113210,Bark gathering
394,113210,"Cherry gum, gathering"
395,113210,"Chestnut gum, gathering"
396,113210,"Forest nurseries for reforestation, growing trees"
397,113210,"Gathering of forest products (e.g., barks, gums, needles, seeds)"
398,113210,"Gathering, extracting, and selling tree seeds"
399,113210,Ginseng gathering
400,113210,"Gum (i.e., forest product) gathering"
401,113210,Harvesting berries or nuts from native and non-cultivated plants
402,113210,Hemlock gum gathering
403,113210,"Huckleberry greens, gathering of"
404,113210,Moss gathering
405,113210,Nurseries for reforestation growing trees
406,113210,Pine gum extracting
407,113210,Spanish moss gathering
408,113210,Sphagnum moss gathering
409,113210,Spruce gum gathering
410,113210,Teaberries gathering
411,113210,Tree seed extracting
412,113210,Tree seed gathering
413,113210,Tree seed growing for reforestation
414,113310,Cutting and transporting timber
415,113310,Cutting timber
416,113310,Log harvesting
417,113310,Logging
418,113310,Pulpwood logging camps
419,113310,"Rails, rough wood, manufacturing"
420,113310,Stump removing in the field
421,113310,Timber piling
422,113310,Timber pole cutting
423,113310,Tree chipping in the field
424,113310,Wood chipping in the field
425,114111,Anchovy fishing
426,114111,Bluefish fishing
427,114111,Cod catching
428,114111,Cod fishing
429,114111,Croaker fishing
430,114111,Dolphin fishing
431,114111,Eel fishing
432,114111,"Finfish fishing (e.g., flounder, salmon, trout)"
433,114111,"Fisheries, finfish"
434,114111,Flounder fishing
435,114111,Grouper fishing
436,114111,Haddock fishing
437,114111,Hake fishing
438,114111,Halibut fishing
439,114111,Herring fishing
440,114111,Lingcod fishing
441,114111,Mackerel fishing
442,114111,Mahimahi fishing
443,114111,Menhaden fishing
444,114111,Mullet fishing
445,114111,Perch fishing
446,114111,Pilchard  fishing
447,114111,Pollock fishing
448,114111,Porgy fishing
449,114111,Ray fishing
450,114111,Rockfish fishing
451,114111,Sablefish fishing
452,114111,Salmon fishing
453,114111,Sea bass fishing
454,114111,Sea herring fishing
455,114111,Sea trout fishing
456,114111,Shark fishing
457,114111,Snapper fishing
458,114111,Swordfish fishing
459,114111,Tilefish fishing
460,114111,Trout fishing
461,114111,Tuna fishing
462,114111,Whiting fishing
463,114112,Clam digging
464,114112,Crabbing
465,114112,Crayfish fishing
466,114112,"Fisheries, shellfish"
467,114112,Lobster fishing
468,114112,Mussel fishing
469,114112,Octopus fishing
470,114112,Oyster dredging
471,114112,Scallop fishing
472,114112,Sea urchin fishing
473,114112,"Shellfish fishing (e.g., clam, crab, oyster, shrimp)"
474,114112,Shrimp fishing
475,114112,Squid fishing
476,114119,Frog fishing
477,114119,Seaweed gathering
478,114119,Sponge gathering
479,114119,Terrapin fishing
480,114119,Turtle fishing
481,114210,"Animal trapping, commercial"
482,114210,Fishing preserves
483,114210,"Game preserves, commercial"
484,114210,Game propagation
485,114210,Game retreats
486,114210,Hunting preserves
487,115111,Cotton ginning
488,115111,Ginning cotton
489,115112,"Aerial dusting or spraying (i.e., using specialized or dedicated aircraft)"
490,115112,Bracing of orchard trees and vines
491,115112,Chemical treatment of soil for crops
492,115112,Citrus grove cultivation services
493,115112,Crop dusting
494,115112,Crop spraying
495,115112,Cultivation services
496,115112,Detasseling corn
497,115112,Disease control for crops
498,115112,Dusting crops
499,115112,"Entomological service, agricultural"
500,115112,Fertilizer application for crops
501,115112,Hoeing
502,115112,Insect control for crops
503,115112,"Orchard cultivation services (e.g., bracing, planting, pruning, removal, spraying, surgery)"
504,115112,"Pest control services, agricultural"
505,115112,Planting crops
506,115112,Plowing
507,115112,Pollinating
508,115112,Pruning of orchard trees and vines
509,115112,Seed bed preparing
510,115112,Seeding crops
511,115112,Spraying crops
512,115112,Spreading lime for crops
513,115112,Surgery on trees and vines
514,115112,"Thinning of crops, mechanical and chemical"
515,115112,Transplanting services
516,115112,Vineyard cultivation services
517,115112,Weed control services for crops
518,115113,"Berries, machine harvesting"
519,115113,Chopping and silo filling
520,115113,"Combining, agricultural"
521,115113,"Cotton, machine harvesting"
522,115113,"Fruit, machine harvesting"
523,115113,"Grain, machine harvesting"
524,115113,"Hay mowing, raking, baling, and chopping"
525,115113,"Nuts, machine harvesting"
526,115113,"Peanut, machine harvesting"
527,115113,"Sugar beets, machine harvesting"
528,115113,"Sugarcane, machine harvesting"
529,115113,Threshing service
530,115113,"Vegetables, machine harvesting"
531,115114,Almond hulling and shelling
532,115114,Banana ripening
533,115114,Bean cleaning
534,115114,Corn drying
535,115114,Corn shelling
536,115114,Crop cleaning
537,115114,Decorticating flax
538,115114,Delinting cottonseed
539,115114,Filbert hulling and shelling
540,115114,Fruit precooling
541,115114,"Fruit sorting, grading, and packing"
542,115114,"Fruit, sun drying"
543,115114,"Fruit, vacuum cooling"
544,115114,Fumigating grain
545,115114,Grain cleaning
546,115114,Grain drying
547,115114,Grain fumigation
548,115114,Grain grinding (except custom grinding for animal feed)
549,115114,Hulling and shelling of nuts
550,115114,Irradiation of fruits and vegetables
551,115114,Nut hulling and shelling
552,115114,Packaging fresh or farm-dried fruits and vegetables
553,115114,Packing fruits and vegetables
554,115114,Peanut shelling
555,115114,Pecan hulling and shelling
556,115114,Potato curing
557,115114,Retting flax
558,115114,Rice drying
559,115114,Seed cleaning
560,115114,"Seed processing, post-harvest for propagation"
561,115114,"Sorting, grading, cleaning, and packing of fruits and vegetables"
562,115114,"Sun drying of dates, prunes, raisins, and olives"
563,115114,Sun drying of fruits and vegetables
564,115114,Sun drying of tomatoes
565,115114,Sweet potato curing
566,115114,Tobacco grading
567,115114,Vegetable precooling
568,115114,"Vegetable sorting, grading, and packing"
569,115114,Vegetable sun drying
570,115114,Vegetable vacuum cooling
571,115114,Walnut hulling and shelling
572,115114,"Waxing, fruits or vegetables"
573,115115,Agriculture production or harvesting crews
574,115115,"Crew leaders, farm labor"
575,115115,Farm labor contractors
576,115115,"Labor contractors, farm"
577,115116,Farm management services
578,115116,"Management services, farm"
579,115210,Animal semen banks
580,115210,Artificial insemination services for livestock
581,115210,Artificial insemination services for pets
582,115210,Boarding horses (except racehorses)
583,115210,Branding
584,115210,"Breeding, animal, services"
585,115210,Bull testing stations
586,115210,Cattle spraying
587,115210,Cleaning poultry houses
588,115210,"Corralling, drovers"
589,115210,Dairy herd improvement associations
590,115210,Equine boarding
591,115210,Farriers
592,115210,Hoof trimming
593,115210,"Horses (except racehorses), boarding"
594,115210,"Horses, training (except racehorses)"
595,115210,Horseshoeing
596,115210,Livestock breeding services (except consulting)
597,115210,Livestock spraying
598,115210,Milk testing for butterfat and milk solids
599,115210,"Pedigree (i.e., livestock, pets, poultry) record services"
600,115210,Poultry catching services
601,115210,Reproductive flushing services for animals
602,115210,Semen collection
603,115210,Sheep dipping and shearing
604,115210,"Showing of cattle, hogs, sheep, goats, and poultry"
605,115210,Stud services
606,115210,Training horses (except racehorses)
607,115210,Vaccinating livestock (except by veterinarians)
608,115310,Cruising timber
609,115310,Estimating timber
610,115310,"Fire prevention, forest"
611,115310,"Firefighting, forest"
612,115310,Forest management plans preparation
613,115310,Forestry services
614,115310,"Pest control services, forestry"
615,115310,Reforestation
616,115310,Timber valuation
617,211111,Coal gasification at mine site
618,211111,Coal liquefaction at mine site
619,211111,Coal pyrolysis
620,211111,Crude petroleum from oil sand
621,211111,Crude petroleum from oil shale
622,211111,Crude petroleum production
623,211111,"Gas, natural, extraction"
624,211111,Kerogen processing
625,211111,Lease condensate production
626,211111,Natural gas production
627,211111,"Natural gas, offshore production"
628,211111,Offshore crude petroleum production
629,211111,Offshore natural gas production
630,211111,Oil and gas field development for own account
631,211111,Oil and gas field exploration for own account
632,211111,Oil shale mining and/or beneficiating
633,211111,"Petroleum, crude, production (i.e., extraction)"
634,211111,"Shale, oil, mining and/or beneficiating"
635,211111,Stripper well production
636,211111,Tar sands mining
637,211112,"Butane, natural, mining"
638,211112,Casing-head butane and propane production
639,211112,"Condensate, cycle, natural gas production"
640,211112,Cycle condensate production
641,211112,Ethane recovered from oil and gas field gases
642,211112,Fractionating natural gas liquids
643,211112,"Gas, natural liquefied petroleum, extraction"
644,211112,"Gas, natural, liquids, extraction"
645,211112,"Gas, residue, extraction"
646,211112,"Gases, petroleum, liquefied, extraction"
647,211112,"Gasoline, natural, production"
648,211112,Isobutane recovered from oil and gas field gases
649,211112,Isopentane recovered from oil and gas field gases
650,211112,"Liquefied petroleum gases (LPG), natural"
651,211112,Liquid hydrocarbons recovered from oil and gas field gases
652,211112,"Liquids, natural gas (e.g., ethane, isobutane, natural gasoline, propane) recovered from oil and gas field gases"
653,211112,"Natural gas liquids (e.g., ethane, isobutane, natural gasoline, propane) recovered from oil and gas field gases"
654,211112,Natural gasoline recovered from oil and gas field gases
655,211112,"Oil line drip, natural gas liquid"
656,211112,"Petroleum gases, liquefied, recovering from oil and gas field gases"
657,211112,Propane recovered from oil and gas field gases
658,211112,Residue gas production
659,211112,Sulfur recovered from natural gas
660,212111,Bituminous coal and lignite surface mine site development for own account
661,212111,Bituminous coal cleaning plants
662,212111,Bituminous coal crushing
663,212111,"Bituminous coal or lignite beneficiating (e.g., cleaning, crushing, screening, washing)"
664,212111,Bituminous coal screening plants
665,212111,"Bituminous coal stripping (except on a contract, fee, or other basis)"
666,212111,Bituminous coal surface mining and/or beneficiating
667,212111,Bituminous coal washeries
668,212111,Brown coal mining and/or beneficiating
669,212111,"Cleaning plants, bituminous coal"
670,212111,"Coal beneficiating plants, bituminous or lignite (surface or underground)"
671,212111,"Coal, bituminous, beneficiating"
672,212111,"Coal, brown, mining and/or beneficiating"
673,212111,"Crushing plants, bituminous coal"
674,212111,"Culm bank recovery, bituminous coal or lignite (except on a contract basis)"
675,212111,Lignite surface mining and/or beneficiating
676,212111,"Screening plants, bituminous coal or lignite"
677,212111,Semianthracite surface mining and/or beneficiating
678,212111,Semibituminous coal surface mining and/or beneficiating
679,212111,"Strip mining, bituminous coal or lignite, on own account"
680,212111,"Strip mining, lignite, on own account"
681,212111,Subbituminous coal surface mining and/or beneficiating
682,212111,"Tipple operation, bituminous coal mining and/or beneficiating"
683,212111,"Washeries, bituminous coal or lignite"
684,212112,Bituminous coal underground mine site development for own account
685,212112,Bituminous coal underground mining or mining and beneficiating
686,212112,"Coal, bituminous, underground mining or mining and beneficiating"
687,212112,Semianthracite underground mining or mining and beneficiating
688,212112,Semibituminous coal underground mining or mining and beneficiating
689,212112,Subbituminous coal underground mining or mining and beneficiating
690,212113,"Anthracite beneficiating (e.g., crushing, screening, washing, cleaning, sizing)"
691,212113,Anthracite mining and/or beneficiating
692,212113,"Breakers, anthracite mining and/or beneficiating"
693,212113,"Cleaning plants, anthracite coal"
694,212113,"Coal beneficiating plants, anthracite"
695,212113,"Coal, anthracite, mining and/or beneficiating"
696,212113,"Culm bank recovery, anthracite (except on a contract basis)"
697,212113,"Hard coal (i.e., anthracite) surface mining"
698,212113,"Hard coal (i.e., anthracite) underground mining"
699,212113,Pennsylvania anthracite mining and/or beneficiating
700,212113,"Preparation plants, anthracite"
701,212113,"Screening plants, anthracite"
702,212113,"Strip mining, anthracite, on own account"
703,212113,"Washeries, anthracite"
704,212210,"Agglomerates, iron ore, beneficiating"
705,212210,"Briquets, iron, mining and/or beneficiating"
706,212210,Brown ore mining and/or beneficiating
707,212210,Hematite mining and/or beneficiating
708,212210,"Iron ore (e.g., hematite, magnetite, siderite, taconite) mining and/or beneficiating"
709,212210,Iron ore agglomerates mining and/or beneficiating
710,212210,"Iron ore beneficiating plants (e.g., agglomeration, sintering)"
711,212210,Iron ore mine site development for own account
712,212210,"Iron ore, blocked, mining and/or beneficiating"
713,212210,Limonite mining and/or beneficiating
714,212210,"Manganiferous ores valued for iron content, mining and/or beneficiating"
715,212210,Siderite mining and/or beneficiating
716,212210,Sintered iron ore produced at the mine
717,212210,Taconite concentrates or agglomerates beneficiating
718,212210,Taconite ores mining and/or beneficiating
719,212221,"Bullion, gold, produced at the mine"
720,212221,Calaverite mining and/or beneficiating
721,212221,Gold lode mining and/or beneficiating
722,212221,Gold ore mine site development for own account
723,212221,Gold ore mining and/or beneficiating plants
724,212221,"Gold ores, concentrates, bullion, and/or precipitates mining and/or beneficiating"
725,212221,Gold placer mining and/or beneficiating
726,212221,Lode gold mining and/or beneficiating
727,212221,Placer gold mining and/or beneficiating
728,212221,Sylvanite mining and/or beneficiating
729,212221,Telluride (gold) mining and/or beneficiating
730,212222,"Bullion, silver, produced at the mine"
731,212222,Placer silver mining and/or beneficiating
732,212222,Silver ores mining and/or beneficiating
733,212231,Blende (zinc) mining and/or beneficiating
734,212231,Calamine mining and/or beneficiating
735,212231,Cerussite mining and/or beneficiating
736,212231,Galena mining and/or beneficiating
737,212231,Lead ore mine site development for own account
738,212231,Lead ore mining and/or beneficiating
739,212231,Lead-zinc ore mining and/or beneficiating
740,212231,Smithsonite mining and/or beneficiating
741,212231,Sphalerite mining and/or beneficiating
742,212231,Willemite mining and/or beneficiating
743,212231,Zinc ore mine site development for own account
744,212231,Zinc ores mining and/or beneficiating
745,212231,Zinc-blende (sphalerite) mining and/or beneficiating
746,212231,Zincite mining and/or beneficiating
747,212234,Chalcocite mining and/or beneficiating
748,212234,Chalcopyrite mining and/or beneficiating
749,212234,Copper beneficiating plants
750,212234,Copper ore concentrates recovery
